L28_V004,13373,https://www.youtube.com/embed/TvAkmSILNAI?start=529&end=544
L30_V006,796,https://www.youtube.com/embed/VFlp6KZL3uI?start=26&end=41
L22_V007,3586,https://www.youtube.com/embed/Oz4rR9DZreg?start=138&end=153
L03_V007,2369,https://www.youtube.com/embed/-Wvl4ZmmjwA?start=89&end=104
L04_V001,6062,https://www.youtube.com/embed/aJLgbg8X1GY?start=237&end=252
L20_V004,2993,https://www.youtube.com/embed/ZpU6g7Do_q0?start=94&end=109
L21_V012,5853,https://www.youtube.com/embed/cwMcSunEakw?start=190&end=205
L19_V014,8201,https://www.youtube.com/embed/nv7Wk9EnQ2Y?start=323&end=338
L17_V023,2262,https://www.youtube.com/embed/0ic1jvF_zNE?start=85&end=100
L08_V011,7848,https://www.youtube.com/embed/ssOeoyxCs1g?start=308&end=323
L18_V015,2331,https://www.youtube.com/embed/Zo1FBc4PGCM?start=88&end=103
L20_V002,8264,https://www.youtube.com/embed/DlAtXheQGT0?start=270&end=285
L22_V012,4461,https://www.youtube.com/embed/CpLUbAWRtEc?start=143&end=158
L08_V008,10312,https://www.youtube.com/embed/mL7ubMDC3-g?start=407&end=422
L30_V016,517,https://www.youtube.com/embed/3yXbJYJWOQY?start=15&end=30
L03_V007,1896,https://www.youtube.com/embed/-Wvl4ZmmjwA?start=70&end=85
L30_V010,1043,https://www.youtube.com/embed/zOJqflPAaxk?start=36&end=51
L20_V027,1574,https://www.youtube.com/embed/wbn-5ILJhqo?start=57&end=72
L08_V006,2524,https://www.youtube.com/embed/yNfI1tkSFl4?start=95&end=110
L21_V012,6696,https://www.youtube.com/embed/cwMcSunEakw?start=218&end=233
L02_V024,5206,https://www.youtube.com/embed/VZgIb5e8I0Y?start=203&end=218
L11_V029,3519,https://www.youtube.com/embed/ggH2HfF3MEU?start=135&end=150
L05_V010,492,https://www.youtube.com/embed/Pzk3TG_jYv8?start=14&end=29
L18_V003,2891,https://www.youtube.com/embed/wetQJYB3XOA?start=91&end=106
L02_V008,6020,https://www.youtube.com/embed/s60tzsQcyBE?start=235&end=250
L08_V008,10141,https://www.youtube.com/embed/mL7ubMDC3-g?start=400&end=415
L02_V004,4326,https://www.youtube.com/embed/CXi4sAnmKFA?start=168&end=183
L22_V018,3630,https://www.youtube.com/embed/YfF-qad2zIU?start=116&end=131
L18_V015,2758,https://www.youtube.com/embed/Zo1FBc4PGCM?start=105&end=120
L04_V025,1392,https://www.youtube.com/embed/sY6fWvF_lHM?start=50&end=65
L21_V011,16788,https://www.youtube.com/embed/uQuY24hJrqQ?start=666&end=681
L08_V014,2301,https://www.youtube.com/embed/tm9-S4Bsui4?start=87&end=102
L25_V008,14289,https://www.youtube.com/embed/xJ87ug_kTls?start=471&end=486
L20_V022,8364,https://www.youtube.com/embed/WncnqiVbgxc?start=273&end=288
L25_V057,14012,https://www.youtube.com/embed/zXA6EgYmSik?start=462&end=477
L07_V029,5217,https://www.youtube.com/embed/p0Ao1Y9lrkU?start=203&end=218
L22_V007,6314,https://www.youtube.com/embed/Oz4rR9DZreg?start=247&end=262
L07_V016,3170,https://www.youtube.com/embed/oB3hP0O9IbE?start=121&end=136
L06_V020,8014,https://www.youtube.com/embed/3vyjgEj8gYI?start=315&end=330
L21_V012,6763,https://www.youtube.com/embed/cwMcSunEakw?start=220&end=235
L12_V012,5754,https://www.youtube.com/embed/tzv7oj6eqwo?start=225&end=240
L22_V012,4089,https://www.youtube.com/embed/CpLUbAWRtEc?start=131&end=146
L08_V008,10699,https://www.youtube.com/embed/mL7ubMDC3-g?start=422&end=437
L08_V012,1610,https://www.youtube.com/embed/E31Ylfk8GhY?start=59&end=74
L04_V009,3733,https://www.youtube.com/embed/Ddw6W7JBAWM?start=144&end=159
L08_V006,2592,https://www.youtube.com/embed/yNfI1tkSFl4?start=98&end=113
L16_V001,40585,https://www.youtube.com/embed/QSGA96ufRs8?start=1347&end=1362
L20_V004,2921,https://www.youtube.com/embed/ZpU6g7Do_q0?start=92&end=107
L03_V015,6049,https://www.youtube.com/embed/f24jEG6RX8Y?start=236&end=251
L17_V007,7595,https://www.youtube.com/embed/7Cz7COLdRuk?start=248&end=263
L08_V015,2663,https://www.youtube.com/embed/BFY5hwbWfME?start=101&end=116
L08_V007,2364,https://www.youtube.com/embed/yovyBcBe_p0?start=89&end=104
L02_V014,9026,https://www.youtube.com/embed/ABVmGLYn12E?start=356&end=371
L18_V003,2416,https://www.youtube.com/embed/wetQJYB3XOA?start=75&end=90
L02_V024,511,https://www.youtube.com/embed/VZgIb5e8I0Y?start=15&end=30
L02_V024,5245,https://www.youtube.com/embed/VZgIb5e8I0Y?start=204&end=219
L18_V003,1601,https://www.youtube.com/embed/wetQJYB3XOA?start=48&end=63
L08_V021,22657,https://www.youtube.com/embed/HjeqtKsg_JI?start=901&end=916
L05_V017,4173,https://www.youtube.com/embed/3alMOyasHAs?start=161&end=176
L18_V020,7427,https://www.youtube.com/embed/ffOa0_Ct7zU?start=242&end=257
L02_V020,3540,https://www.youtube.com/embed/W7gF7d7BcTo?start=136&end=151
L16_V018,643,https://www.youtube.com/embed/vz9eXVzQxho?start=20&end=35
L19_V014,8047,https://www.youtube.com/embed/nv7Wk9EnQ2Y?start=316&end=331
L20_V003,3238,https://www.youtube.com/embed/_FKEJ1hj3CI?start=102&end=117
L08_V021,22553,https://www.youtube.com/embed/HjeqtKsg_JI?start=897&end=912
L19_V010,537,https://www.youtube.com/embed/a_kp3o8oKoQ?start=12&end=27
L18_V006,3601,https://www.youtube.com/embed/JFZxMdx19e8?start=115&end=130
L22_V007,391,https://www.youtube.com/embed/Oz4rR9DZreg?start=10&end=25
L02_V020,4499,https://www.youtube.com/embed/W7gF7d7BcTo?start=174&end=189
L12_V012,5683,https://www.youtube.com/embed/tzv7oj6eqwo?start=222&end=237
L11_V003,5194,https://www.youtube.com/embed/P0GweFNGFRE?start=202&end=217
L08_V007,3427,https://www.youtube.com/embed/yovyBcBe_p0?start=132&end=147
L25_V043,21757,https://www.youtube.com/embed/meQWOeObSHI?start=720&end=735
L12_V014,14713,https://www.youtube.com/embed/L1J6Acpny4Q?start=583&end=598
L20_V004,3475,https://www.youtube.com/embed/ZpU6g7Do_q0?start=110&end=125
L05_V017,4337,https://www.youtube.com/embed/3alMOyasHAs?start=168&end=183
L10_V020,6632,https://www.youtube.com/embed/JBs2UjKaAaE?start=260&end=275
L17_V019,2943,https://www.youtube.com/embed/nQcRSWjVIOc?start=93&end=108
L12_V012,5643,https://www.youtube.com/embed/tzv7oj6eqwo?start=220&end=235
L04_V020,10054,https://www.youtube.com/embed/2WGfmN7SkOk?start=397&end=412
L06_V005,3746,https://www.youtube.com/embed/-FWuizOOZiQ?start=144&end=159
L04_V018,3758,https://www.youtube.com/embed/Wl2BiSgDNzQ?start=145&end=160
L07_V016,2403,https://www.youtube.com/embed/oB3hP0O9IbE?start=91&end=106
L15_V014,6533,https://www.youtube.com/embed/Jf-au5s2PYE?start=256&end=271
L02_V024,6238,https://www.youtube.com/embed/VZgIb5e8I0Y?start=244&end=259
L18_V006,2081,https://www.youtube.com/embed/JFZxMdx19e8?start=64&end=79
L02_V008,7028,https://www.youtube.com/embed/s60tzsQcyBE?start=276&end=291
L18_V003,2330,https://www.youtube.com/embed/wetQJYB3XOA?start=72&end=87
L02_V024,570,https://www.youtube.com/embed/VZgIb5e8I0Y?start=17&end=32
L19_V021,438,https://www.youtube.com/embed/qcTgVVEZYgY?start=12&end=27
L21_V005,5453,https://www.youtube.com/embed/GT5KeMmD5Sw?start=176&end=191
L08_V008,10437,https://www.youtube.com/embed/mL7ubMDC3-g?start=412&end=427
L05_V010,2649,https://www.youtube.com/embed/Pzk3TG_jYv8?start=100&end=115
L06_V005,3472,https://www.youtube.com/embed/-FWuizOOZiQ?start=133&end=148
L02_V024,531,https://www.youtube.com/embed/VZgIb5e8I0Y?start=16&end=31
L06_V005,3655,https://www.youtube.com/embed/-FWuizOOZiQ?start=141&end=156
L22_V012,4176,https://www.youtube.com/embed/CpLUbAWRtEc?start=134&end=149
L12_V012,5292,https://www.youtube.com/embed/tzv7oj6eqwo?start=206&end=221
L19_V014,6974,https://www.youtube.com/embed/nv7Wk9EnQ2Y?start=273&end=288
L20_V017,10922,https://www.youtube.com/embed/SELjYKtKdIw?start=359&end=374
